cantGimnasios,cantPokeparadas,tamMochila,distancia,tamCamino,tiempo
48,115,12,17302,135,3003954
48,115,12,17302,135,2999912
48,115,12,17302,135,2979227
48,115,12,17302,135,2969346
48,115,12,17302,135,3297540
48,115,12,17302,135,2984250
48,115,12,17302,135,2979516
48,115,12,17302,135,2986494
48,115,12,17302,135,2981307
48,115,12,17302,135,3191655
48,115,12,17302,135,3006966
48,115,12,17302,135,2976588
48,115,12,17302,135,2974240
48,115,12,17302,135,2977712
48,115,12,17302,135,2974656
48,115,12,17302,135,2976621
48,115,12,17302,135,2976086
48,115,12,17302,135,2977736
48,115,12,17302,135,2975379
48,115,12,17302,135,3000635
48,115,12,17302,135,2983572
48,115,12,17302,135,2975040
48,115,12,17302,135,2975262
48,115,12,17302,135,2975844
48,115,12,17302,135,2973216
48,115,12,17302,135,2969682
48,115,12,17302,135,2978104
48,115,12,17302,135,2972752
48,115,12,17302,135,3016606
48,115,12,17302,135,2978807
48,115,12,17302,135,2976025
48,115,12,17302,135,2965976
48,115,12,17302,135,2974881
48,115,12,17302,135,3106081
48,115,12,17302,135,3002435
48,115,12,17302,135,2966425
48,115,12,17302,135,2966671
48,115,12,17302,135,3292917
48,115,12,17302,135,3010379
27,80,12,9568,68,704430
27,80,12,9568,68,700046
27,80,12,9568,68,697933
27,80,12,9568,68,699334
27,80,12,9568,68,698454
27,80,12,9568,68,697301
27,80,12,9568,68,696610
27,80,12,9568,68,698322
27,80,12,9568,68,697091
27,80,12,9568,68,701359
27,80,12,9568,68,699507
27,80,12,9568,68,698322
27,80,12,9568,68,699020
27,80,12,9568,68,695292
27,80,12,9568,68,777914
27,80,12,9568,68,804633
27,80,12,9568,68,697311
27,80,12,9568,68,697666
27,80,12,9568,68,859880
27,80,12,9568,68,972731
27,80,12,9568,68,702559
27,80,12,9568,68,706038
27,80,12,9568,68,705048
27,80,12,9568,68,703882
27,80,12,9568,68,755462
27,80,12,9568,68,711485
27,80,12,9568,68,698668
27,80,12,9568,68,697638
27,80,12,9568,68,697880
27,80,12,9568,68,699921
27,80,12,9568,68,702962
27,80,12,9568,68,697365
27,80,12,9568,68,697997
27,80,12,9568,68,697043
27,80,12,9568,68,714066
27,80,12,9568,68,720289
27,80,12,9568,68,870998
27,80,12,9568,68,715039
27,80,12,9568,68,712038
27,80,12,9568,68,699572
27,80,12,9568,68,742742
27,80,12,9568,68,972416
27,80,12,9568,68,789994
27,80,12,9568,68,728812
27,80,12,9568,68,719335
27,80,12,9568,68,690811
27,80,12,9568,68,767675
27,80,12,9568,68,699825
27,80,12,9568,68,696100
27,80,12,9568,68,700165
27,80,12,9568,68,698563
27,80,12,9568,68,698002
27,80,12,9568,68,703733
27,80,12,9568,68,696956
27,80,12,9568,68,697860
27,80,12,9568,68,695394
27,80,12,9568,68,698481
27,80,12,9568,68,713102
27,80,12,9568,68,724942
27,80,12,9568,68,716064
27,80,12,9568,68,698449
27,80,12,9568,68,697063
27,80,12,9568,68,697189
27,80,12,9568,68,702497
27,80,12,9568,68,699798
27,80,12,9568,68,697573
27,80,12,9568,68,696790
27,80,12,9568,68,696371
27,80,12,9568,68,697223
27,80,12,9568,68,696504
27,80,12,9568,68,698552
27,80,12,9568,68,698922
27,80,12,9568,68,696706
27,80,12,9568,68,699537
27,80,12,9568,68,698946
27,80,12,9568,68,701903
27,80,12,9568,68,697855
27,80,12,9568,68,700295
27,80,12,9568,68,700872
27,80,12,9568,68,700107
27,80,12,9568,68,699781
27,80,12,9568,68,699917
27,80,12,9568,68,699496
27,80,12,9568,68,697215
27,80,12,9568,68,698221
27,80,12,9568,68,700668
27,80,12,9568,68,696149
27,80,12,9568,68,699038
27,80,12,9568,68,732651
27,80,12,9568,68,698119
27,80,12,9568,68,697793
27,80,12,9568,68,699395
27,80,12,9568,68,698315
27,80,12,9568,68,698219
27,80,12,9568,68,699936
27,80,12,9568,68,699137
27,80,12,9568,68,697224
27,80,12,9568,68,700382
27,80,12,9568,68,699892
27,80,12,9568,68,765542
17,30,12,8898,42,297489
17,30,12,8898,42,295023
17,30,12,8898,42,229305
17,30,12,8898,42,227133
17,30,12,8898,42,226792
17,30,12,8898,42,226166
17,30,12,8898,42,242698
17,30,12,8898,42,220022
17,30,12,8898,42,215685
17,30,12,8898,42,214673
17,30,12,8898,42,214122
17,30,12,8898,42,213349
17,30,12,8898,42,213962
17,30,12,8898,42,214015
17,30,12,8898,42,214353
17,30,12,8898,42,215459
17,30,12,8898,42,213847
17,30,12,8898,42,213461
17,30,12,8898,42,213828
17,30,12,8898,42,214366
17,30,12,8898,42,215474
17,30,12,8898,42,220785
17,30,12,8898,42,224962
17,30,12,8898,42,225460
17,30,12,8898,42,248339
17,30,12,8898,42,215363
17,30,12,8898,42,214637
17,30,12,8898,42,214179
17,30,12,8898,42,290227
17,30,12,8898,42,310172
17,30,12,8898,42,310840
17,30,12,8898,42,309924
17,30,12,8898,42,311739
17,30,12,8898,42,304999
17,30,12,8898,42,311069
17,30,12,8898,42,310297
17,30,12,8898,42,309663
17,30,12,8898,42,263897
17,30,12,8898,42,219974
17,30,12,8898,42,216104
17,30,12,8898,42,214999
17,30,12,8898,42,216815
17,30,12,8898,42,217618
17,30,12,8898,42,259487
17,30,12,8898,42,235028
17,30,12,8898,42,214234
17,30,12,8898,42,214223
17,30,12,8898,42,213858
17,30,12,8898,42,213553
17,30,12,8898,42,214740
17,30,12,8898,42,238270
17,30,12,8898,42,216547
17,30,12,8898,42,214740
17,30,12,8898,42,249902
17,30,12,8898,42,226170
17,30,12,8898,42,258722
17,30,12,8898,42,225667
17,30,12,8898,42,225597
17,30,12,8898,42,226227
17,30,12,8898,42,227138
17,30,12,8898,42,225491
17,30,12,8898,42,225372
17,30,12,8898,42,225476
17,30,12,8898,42,212514
17,30,12,8898,42,214835
17,30,12,8898,42,214154
17,30,12,8898,42,213371
17,30,12,8898,42,216101
17,30,12,8898,42,213910
17,30,12,8898,42,212583
17,30,12,8898,42,214147
17,30,12,8898,42,214410
17,30,12,8898,42,219216
17,30,12,8898,42,213655
17,30,12,8898,42,214757
17,30,12,8898,42,214213
17,30,12,8898,42,213960
17,30,12,8898,42,213719
17,30,12,8898,42,213258
17,30,12,8898,42,216261
17,30,12,8898,42,214381
17,30,12,8898,42,213661
17,30,12,8898,42,215126
17,30,12,8898,42,214038
17,30,12,8898,42,216768
17,30,12,8898,42,214420
17,30,12,8898,42,212234
17,30,12,8898,42,214291
17,30,12,8898,42,213925
17,30,12,8898,42,215020
17,30,12,8898,42,224393
17,30,12,8898,42,213752
17,30,12,8898,42,213547
17,30,12,8898,42,215173
17,30,12,8898,42,214971
17,30,12,8898,42,214250
17,30,12,8898,42,224094
17,30,12,8898,42,225480
17,30,12,8898,42,320254
17,30,12,8898,42,312039
18,75,12,7376,56,444604
18,75,12,7376,56,410965
18,75,12,7376,56,315829
18,75,12,7376,56,314156
18,75,12,7376,56,329458
18,75,12,7376,56,313887
18,75,12,7376,56,314228
18,75,12,7376,56,315201
18,75,12,7376,56,316656
18,75,12,7376,56,316417
18,75,12,7376,56,317577
18,75,12,7376,56,337270
18,75,12,7376,56,339008
18,75,12,7376,56,316820
18,75,12,7376,56,321675
18,75,12,7376,56,329698
18,75,12,7376,56,345462
18,75,12,7376,56,314405
18,75,12,7376,56,316322
18,75,12,7376,56,315297
18,75,12,7376,56,315923
18,75,12,7376,56,331771
18,75,12,7376,56,310524
18,75,12,7376,56,311045
18,75,12,7376,56,311600
18,75,12,7376,56,310057
18,75,12,7376,56,312181
18,75,12,7376,56,310701
18,75,12,7376,56,316170
18,75,12,7376,56,312075
18,75,12,7376,56,311438
18,75,12,7376,56,311771
18,75,12,7376,56,311624
18,75,12,7376,56,311043
18,75,12,7376,56,312370
18,75,12,7376,56,310617
18,75,12,7376,56,312602
18,75,12,7376,56,310074
18,75,12,7376,56,310667
18,75,12,7376,56,380874
18,75,12,7376,56,342010
18,75,12,7376,56,310004
18,75,12,7376,56,310505
18,75,12,7376,56,310613
18,75,12,7376,56,312184
18,75,12,7376,56,312095
18,75,12,7376,56,368985
18,75,12,7376,56,441641
18,75,12,7376,56,443821
18,75,12,7376,56,388259
18,75,12,7376,56,311479
18,75,12,7376,56,323473
18,75,12,7376,56,313629
18,75,12,7376,56,313409
18,75,12,7376,56,312939
18,75,12,7376,56,313921
18,75,12,7376,56,313496
18,75,12,7376,56,313684
18,75,12,7376,56,312462
18,75,12,7376,56,336947
18,75,12,7376,56,312109
18,75,12,7376,56,312519
18,75,12,7376,56,311386
18,75,12,7376,56,322469
18,75,12,7376,56,312036
18,75,12,7376,56,310294
18,75,12,7376,56,310675
18,75,12,7376,56,310596
18,75,12,7376,56,311874
18,75,12,7376,56,310566
18,75,12,7376,56,310936
18,75,12,7376,56,310432
18,75,12,7376,56,308774
18,75,12,7376,56,309621
18,75,12,7376,56,310543
18,75,12,7376,56,308969
18,75,12,7376,56,313412
18,75,12,7376,56,310739
18,75,12,7376,56,310510
18,75,12,7376,56,311466
18,75,12,7376,56,312130
18,75,12,7376,56,316125
18,75,12,7376,56,320626
18,75,12,7376,56,310899
18,75,12,7376,56,310826
18,75,12,7376,56,310518
18,75,12,7376,56,311645
18,75,12,7376,56,311272
18,75,12,7376,56,313724
18,75,12,7376,56,363877
18,75,12,7376,56,311581
18,75,12,7376,56,311570
18,75,12,7376,56,311203
18,75,12,7376,56,311448
18,75,12,7376,56,311292
18,75,12,7376,56,321513
18,75,12,7376,56,311706
18,75,12,7376,56,311491
18,75,12,7376,56,309224
18,75,12,7376,56,309844
37,86,12,13087,96,1574448
37,86,12,13087,96,1724513
37,86,12,13087,96,1561135
37,86,12,13087,96,1536640
37,86,12,13087,96,1537330
37,86,12,13087,96,1540236
37,86,12,13087,96,1535907
37,86,12,13087,96,1543586
37,86,12,13087,96,1537809
37,86,12,13087,96,1643179
37,86,12,13087,96,1913743
37,86,12,13087,96,1550025
37,86,12,13087,96,1616340
37,86,12,13087,96,1538028
37,86,12,13087,96,1544255
37,86,12,13087,96,1500339
37,86,12,13087,96,1488232
37,86,12,13087,96,1497118
37,86,12,13087,96,1578566
37,86,12,13087,96,1553762
37,86,12,13087,96,1570625
37,86,12,13087,96,1492756
37,86,12,13087,96,1500118
37,86,12,13087,96,1496219
37,86,12,13087,96,1497051
37,86,12,13087,96,1498494
37,86,12,13087,96,1492896
37,86,12,13087,96,1489045
37,86,12,13087,96,1492100
37,86,12,13087,96,1493679
37,86,12,13087,96,1495446
37,86,12,13087,96,1494338
37,86,12,13087,96,1493357
37,86,12,13087,96,1495454
37,86,12,13087,96,1494689
37,86,12,13087,96,1528756
37,86,12,13087,96,1559238
37,86,12,13087,96,1494031
37,86,12,13087,96,1522922
37,86,12,13087,96,1492007
37,86,12,13087,96,1529837
37,86,12,13087,96,1501261
37,86,12,13087,96,1805638
37,86,12,13087,96,1497632
37,86,12,13087,96,1493674
37,86,12,13087,96,1494009
37,86,12,13087,96,1522667
37,86,12,13087,96,1492166
37,86,12,13087,96,1489447
37,86,12,13087,96,1496364
37,86,12,13087,96,1497499
37,86,12,13087,96,1567208
37,86,12,13087,96,1492953
37,86,12,13087,96,1494314
37,86,12,13087,96,1493721
37,86,12,13087,96,1492021
37,86,12,13087,96,1531930
37,86,12,13087,96,1487533
37,86,12,13087,96,1492425
37,86,12,13087,96,1498742
37,86,12,13087,96,1490701
37,86,12,13087,96,1502880
37,86,12,13087,96,1493925
37,86,12,13087,96,1496840
37,86,12,13087,96,1494713
37,86,12,13087,96,1492716
37,86,12,13087,96,1522032
37,86,12,13087,96,1491490
37,86,12,13087,96,1495676
37,86,12,13087,96,1489360
37,86,12,13087,96,1493572
37,86,12,13087,96,1494377
37,86,12,13087,96,1496863
37,86,12,13087,96,1491187
37,86,12,13087,96,1493247
37,86,12,13087,96,1492012
37,86,12,13087,96,1493800
37,86,12,13087,96,1517337
37,86,12,13087,96,1496023
37,86,12,13087,96,1492701
37,86,12,13087,96,1498272
37,86,12,13087,96,1496675
37,86,12,13087,96,1525565
37,86,12,13087,96,1495236
37,86,12,13087,96,1492740
37,86,12,13087,96,1490212
37,86,12,13087,96,1490018
37,86,12,13087,96,1490654
37,86,12,13087,96,1498469
37,86,12,13087,96,1496570
37,86,12,13087,96,1490888
37,86,12,13087,96,1496824
37,86,12,13087,96,1492100
37,86,12,13087,96,1522572
37,86,12,13087,96,1494442
37,86,12,13087,96,1494460
37,86,12,13087,96,1522079
37,86,12,13087,96,1492385
37,86,12,13087,96,1493362
37,86,12,13087,96,1495867
37,124,12,11105,101,1566660
37,124,12,11105,101,1589346
37,124,12,11105,101,1708721
37,124,12,11105,101,1621732
37,124,12,11105,101,1614184
37,124,12,11105,101,1597714
37,124,12,11105,101,1762767
37,124,12,11105,101,1590056
37,124,12,11105,101,2004492
37,124,12,11105,101,1589025
37,124,12,11105,101,1638822
37,124,12,11105,101,1601465
37,124,12,11105,101,1582342
37,124,12,11105,101,1579802
37,124,12,11105,101,1602140
37,124,12,11105,101,1667219
37,124,12,11105,101,1844207
37,124,12,11105,101,1852494
37,124,12,11105,101,1733651
37,124,12,11105,101,1590837
37,124,12,11105,101,1651374
37,124,12,11105,101,1584070
37,124,12,11105,101,1590370
37,124,12,11105,101,1583238
37,124,12,11105,101,1579095
37,124,12,11105,101,1585694
37,124,12,11105,101,1662865
37,124,12,11105,101,1579965
37,124,12,11105,101,1580723
37,124,12,11105,101,1578087
37,124,12,11105,101,1583960
37,124,12,11105,101,1577417
37,124,12,11105,101,1581181
37,124,12,11105,101,1582406
37,124,12,11105,101,1596785
37,124,12,11105,101,1579473
37,124,12,11105,101,1579517
37,124,12,11105,101,1577943
37,124,12,11105,101,1583637
37,124,12,11105,101,1576731
37,124,12,11105,101,1574531
37,124,12,11105,101,1582197
37,124,12,11105,101,1619507
37,124,12,11105,101,1576064
37,124,12,11105,101,1580106
37,124,12,11105,101,1579091
37,124,12,11105,101,1572913
37,124,12,11105,101,1578765
37,124,12,11105,101,1578019
37,124,12,11105,101,1574415
37,124,12,11105,101,1583944
37,124,12,11105,101,1577791
37,124,12,11105,101,1573885
37,124,12,11105,101,1580226
37,124,12,11105,101,1576237
37,124,12,11105,101,1574952
37,124,12,11105,101,1580431
37,124,12,11105,101,1577634
37,124,12,11105,101,1578401
37,124,12,11105,101,1577108
37,124,12,11105,101,1580888
37,124,12,11105,101,1573014
37,124,12,11105,101,1612682
37,124,12,11105,101,1585517
37,124,12,11105,101,1576935
37,124,12,11105,101,1697327
37,124,12,11105,101,1575776
37,124,12,11105,101,1575395
37,124,12,11105,101,1611563
37,124,12,11105,101,1881652
37,124,12,11105,101,1584586
37,124,12,11105,101,1583727
37,124,12,11105,101,1574891
37,124,12,11105,101,1574495
37,124,12,11105,101,1579042
37,124,12,11105,101,1605940
37,124,12,11105,101,1573261
37,124,12,11105,101,1582496
37,124,12,11105,101,1774232
37,124,12,11105,101,1577643
37,124,12,11105,101,1659221
37,124,12,11105,101,1586103
37,124,12,11105,101,1620150
37,124,12,11105,101,1581396
37,124,12,11105,101,1579468
37,124,12,11105,101,1576886
37,124,12,11105,101,1579832
37,124,12,11105,101,1589104
37,124,12,11105,101,1574028
37,124,12,11105,101,1576324
37,124,12,11105,101,1862204
37,124,12,11105,101,1586427
37,124,12,11105,101,1578859
37,124,12,11105,101,1579300
37,124,12,11105,101,1575652
37,124,12,11105,101,1587152
37,124,12,11105,101,1575355
37,124,12,11105,101,1581915
37,124,12,11105,101,1655220
37,124,12,11105,101,1578995
10,19,12,8359,26,86840
10,19,12,8359,26,91409
10,19,12,8359,26,78663
10,19,12,8359,26,79021
10,19,12,8359,26,78721
10,19,12,8359,26,78110
10,19,12,8359,26,78055
10,19,12,8359,26,67786
10,19,12,8359,26,68791
10,19,12,8359,26,68420
10,19,12,8359,26,68299
10,19,12,8359,26,68059
10,19,12,8359,26,67958
10,19,12,8359,26,68163
10,19,12,8359,26,67215
10,19,12,8359,26,67660
10,19,12,8359,26,67594
10,19,12,8359,26,67773
10,19,12,8359,26,67569
10,19,12,8359,26,66955
10,19,12,8359,26,67726
10,19,12,8359,26,67351
10,19,12,8359,26,67253
10,19,12,8359,26,68033
10,19,12,8359,26,67695
10,19,12,8359,26,67229
10,19,12,8359,26,66899
10,19,12,8359,26,67400
10,19,12,8359,26,67898
10,19,12,8359,26,68530
10,19,12,8359,26,67913
10,19,12,8359,26,66673
10,19,12,8359,26,67414
10,19,12,8359,26,67407
10,19,12,8359,26,67202
10,19,12,8359,26,67091
10,19,12,8359,26,66289
10,19,12,8359,26,68277
10,19,12,8359,26,81581
10,19,12,8359,26,67928
10,19,12,8359,26,67713
10,19,12,8359,26,68446
10,19,12,8359,26,67678
10,19,12,8359,26,67196
10,19,12,8359,26,68135
10,19,12,8359,26,68375
10,19,12,8359,26,66823
10,19,12,8359,26,68133
10,19,12,8359,26,67516
10,19,12,8359,26,67565
10,19,12,8359,26,68010
10,19,12,8359,26,76109
10,19,12,8359,26,67022
10,19,12,8359,26,67687
10,19,12,8359,26,66863
10,19,12,8359,26,67367
10,19,12,8359,26,67048
10,19,12,8359,26,67990
10,19,12,8359,26,67627
10,19,12,8359,26,68458
10,19,12,8359,26,66757
10,19,12,8359,26,67372
10,19,12,8359,26,66752
10,19,12,8359,26,67655
10,19,12,8359,26,67854
10,19,12,8359,26,67700
10,19,12,8359,26,66556
10,19,12,8359,26,68280
10,19,12,8359,26,67283
10,19,12,8359,26,67499
10,19,12,8359,26,67744
10,19,12,8359,26,67881
10,19,12,8359,26,67642
10,19,12,8359,26,67863
10,19,12,8359,26,68143
10,19,12,8359,26,67848
10,19,12,8359,26,67817
10,19,12,8359,26,67429
10,19,12,8359,26,67374
10,19,12,8359,26,66798
10,19,12,8359,26,66824
10,19,12,8359,26,68203
10,19,12,8359,26,68439
10,19,12,8359,26,66895
10,19,12,8359,26,66927
10,19,12,8359,26,67957
10,19,12,8359,26,67826
10,19,12,8359,26,66955
10,19,12,8359,26,67053
10,19,12,8359,26,67552
10,19,12,8359,26,67426
10,19,12,8359,26,67353
10,19,12,8359,26,66922
10,19,12,8359,26,67380
10,19,12,8359,26,67924
10,19,12,8359,26,68093
10,19,12,8359,26,66867
10,19,12,8359,26,67942
10,19,12,8359,26,68716
10,19,12,8359,26,66940
9,25,12,6041,25,63131
9,25,12,6041,25,61037
9,25,12,6041,25,60066
9,25,12,6041,25,59422
9,25,12,6041,25,60824
9,25,12,6041,25,68569
9,25,12,6041,25,59341
9,25,12,6041,25,59790
9,25,12,6041,25,59497
9,25,12,6041,25,60270
9,25,12,6041,25,60242
9,25,12,6041,25,59536
9,25,12,6041,25,59252
9,25,12,6041,25,60495
9,25,12,6041,25,60237
9,25,12,6041,25,59622
9,25,12,6041,25,59491
9,25,12,6041,25,60361
9,25,12,6041,25,59153
9,25,12,6041,25,60781
9,25,12,6041,25,60226
9,25,12,6041,25,59633
9,25,12,6041,25,59707
9,25,12,6041,25,60075
9,25,12,6041,25,60846
9,25,12,6041,25,59510
9,25,12,6041,25,59243
9,25,12,6041,25,60226
9,25,12,6041,25,59770
9,25,12,6041,25,59505
9,25,12,6041,25,59662
9,25,12,6041,25,60138
9,25,12,6041,25,59633
9,25,12,6041,25,60473
9,25,12,6041,25,59803
9,25,12,6041,25,59916
9,25,12,6041,25,58868
9,25,12,6041,25,60458
9,25,12,6041,25,59928
9,25,12,6041,25,59654
9,25,12,6041,25,60149
9,25,12,6041,25,60750
9,25,12,6041,25,60186
9,25,12,6041,25,59728
9,25,12,6041,25,59636
9,25,12,6041,25,59697
9,25,12,6041,25,60486
9,25,12,6041,25,59696
9,25,12,6041,25,59848
9,25,12,6041,25,59710
9,25,12,6041,25,59934
9,25,12,6041,25,60781
9,25,12,6041,25,60622
9,25,12,6041,25,60650
9,25,12,6041,25,59661
9,25,12,6041,25,59588
9,25,12,6041,25,59721
9,25,12,6041,25,59322
9,25,12,6041,25,81227
9,25,12,6041,25,67513
9,25,12,6041,25,77634
9,25,12,6041,25,85225
9,25,12,6041,25,60503
9,25,12,6041,25,59532
9,25,12,6041,25,60646
9,25,12,6041,25,60084
9,25,12,6041,25,59762
9,25,12,6041,25,58858
9,25,12,6041,25,60040
9,25,12,6041,25,60398
9,25,12,6041,25,59098
9,25,12,6041,25,59923
9,25,12,6041,25,59658
9,25,12,6041,25,59476
9,25,12,6041,25,59701
9,25,12,6041,25,59580
9,25,12,6041,25,60157
9,25,12,6041,25,60348
9,25,12,6041,25,59407
9,25,12,6041,25,60121
9,25,12,6041,25,59838
9,25,12,6041,25,60165
9,25,12,6041,25,60321
9,25,12,6041,25,59311
9,25,12,6041,25,59400
9,25,12,6041,25,60016
9,25,12,6041,25,60051
9,25,12,6041,25,59018
9,25,12,6041,25,59234
9,25,12,6041,25,60852
9,25,12,6041,25,60142
9,25,12,6041,25,59830
9,25,12,6041,25,59487
9,25,12,6041,25,59048
9,25,12,6041,25,59490
9,25,12,6041,25,58676
9,25,12,6041,25,59201
9,25,12,6041,25,60124
9,25,12,6041,25,59602
9,25,12,6041,25,60002
33,89,12,14383,89,1189741
33,89,12,14383,89,1193297
33,89,12,14383,89,1567970
33,89,12,14383,89,1149065
33,89,12,14383,89,1195709
33,89,12,14383,89,1209512
33,89,12,14383,89,1139957
33,89,12,14383,89,1157554
33,89,12,14383,89,1127300
33,89,12,14383,89,1191628
33,89,12,14383,89,1232106
33,89,12,14383,89,1172139
